country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
JP,Japan,Tokyo,,2020-02-22,-9,0,-7,-5,-1,2
JP,Japan,Tokyo,,2020-02-23,-3,3,14,-5,-1,0
JP,Japan,Tokyo,,2020-02-24,-5,-1,31,-40,-66,19
JP,Japan,Tokyo,,2020-02-25,-6,5,-5,-5,-1,1
JP,Japan,Tokyo,,2020-02-26,-11,1,-15,-8,-1,2
JP,Japan,Tokyo,,2020-02-27,-8,5,-9,-10,-2,3
JP,Japan,Tokyo,,2020-02-28,-9,15,-6,-12,-1,4
JP,Japan,Tokyo,,2020-02-29,-13,11,-8,-19,1,5
JP,Japan,Tokyo,,2020-03-01,-15,10,12,-25,-1,4
JP,Japan,Tokyo,,2020-03-02,-21,-5,-38,-16,-5,6
JP,Japan,Tokyo,,2020-03-03,-8,10,11,-16,-6,5
JP,Japan,Tokyo,,2020-03-04,-20,-4,-26,-20,-8,7
JP,Japan,Tokyo,,2020-03-05,-14,2,-10,-18,-7,7
JP,Japan,Tokyo,,2020-03-06,-14,4,1,-20,-8,7
JP,Japan,Tokyo,,2020-03-07,-18,2,-16,-25,-6,6
JP,Japan,Tokyo,,2020-03-08,-26,-9,-54,-34,-8,7
JP,Japan,Tokyo,,2020-03-09,-13,4,6,-17,-6,5
JP,Japan,Tokyo,,2020-03-10,-20,-10,-36,-19,-10,8
JP,Japan,Tokyo,,2020-03-11,-9,6,18,-18,-8,5
JP,Japan,Tokyo,,2020-03-12,-10,4,9,-18,-8,6
JP,Japan,Tokyo,,2020-03-13,-10,5,8,-19,-8,7
JP,Japan,Tokyo,,2020-03-14,-29,-17,-58,-30,-11,9
JP,Japan,Tokyo,,2020-03-15,-10,10,16,-24,-3,4
JP,Japan,Tokyo,,2020-03-16,-13,0,-8,-16,-5,5
JP,Japan,Tokyo,,2020-03-17,-9,4,6,-17,-7,5
JP,Japan,Tokyo,,2020-03-18,-9,4,21,-15,-7,5
JP,Japan,Tokyo,,2020-03-19,-3,4,14,-13,-8,4
JP,Japan,Tokyo,,2020-03-20,-15,2,37,-44,-66,22
JP,Japan,Tokyo,,2020-03-21,-13,4,38,-21,-10,4
JP,Japan,Tokyo,,2020-03-22,-13,4,51,-21,-5,2
JP,Japan,Tokyo,,2020-03-23,-13,0,2,-15,-6,5
JP,Japan,Tokyo,,2020-03-24,-8,3,12,-16,-9,6
JP,Japan,Tokyo,,2020-03-25,-6,14,37,-14,-8,4
JP,Japan,Tokyo,,2020-03-26,-10,25,26,-17,-10,6
JP,Japan,Tokyo,,2020-03-27,-20,13,4,-25,-15,10
JP,Japan,Tokyo,,2020-03-28,-46,-6,-31,-46,-19,13
JP,Japan,Tokyo,,2020-03-29,-63,-32,-66,-59,-27,14
JP,Japan,Tokyo,,2020-03-30,-24,9,-14,-27,-16,10
JP,Japan,Tokyo,,2020-03-31,-23,5,-10,-27,-16,10
JP,Japan,Tokyo,,2020-04-01,-38,-13,-44,-31,-20,13
JP,Japan,Tokyo,,2020-04-02,-28,7,-2,-32,-21,12
JP,Japan,Tokyo,,2020-04-03,-30,9,4,-33,-22,14
JP,Japan,Tokyo,,2020-04-04,-42,5,4,-48,-25,13
JP,Japan,Tokyo,,2020-04-05,-50,-4,-30,-58,-27,12
JP,Japan,Tokyo,,2020-04-06,-29,12,3,-32,-22,12
JP,Japan,Tokyo,,2020-04-07,-32,4,-3,-38,-27,15
JP,Japan,Tokyo,,2020-04-08,-45,-1,4,-46,-35,18
JP,Japan,Tokyo,,2020-04-09,-47,-3,-6,-49,-38,21
JP,Japan,Tokyo,,2020-04-10,-48,3,-10,-51,-39,23
JP,Japan,Tokyo,,2020-04-11,-52,1,-6,-59,-37,17
JP,Japan,Tottori,,2020-02-15,-3,6,21,-1,6,-1
JP,Japan,Tottori,,2020-02-16,-3,5,-18,-11,0,2
JP,Japan,Tottori,,2020-02-17,-6,0,-8,1,1,1
JP,Japan,Tottori,,2020-02-18,-13,-6,-16,-4,-2,3
JP,Japan,Tottori,,2020-02-19,1,3,18,7,0,0
JP,Japan,Tottori,,2020-02-20,4,2,13,5,1,0
JP,Japan,Tottori,,2020-02-21,0,4,17,8,1,0
JP,Japan,Tottori,,2020-02-22,-2,4,-6,3,-2,1
JP,Japan,Tottori,,2020-02-23,7,10,26,15,1,0
JP,Japan,Tottori,,2020-02-24,26,7,93,16,-55,14
JP,Japan,Tottori,,2020-02-25,0,9,6,3,1,0
JP,Japan,Tottori,,2020-02-26,1,5,7,4,1,1
JP,Japan,Tottori,,2020-02-27,0,4,1,-2,1,1
JP,Japan,Tottori,,2020-02-28,1,8,3,-12,2,1
JP,Japan,Tottori,,2020-02-29,-5,10,-23,-23,9,2
JP,Japan,Tottori,,2020-03-01,-2,12,-1,-22,5,2
JP,Japan,Tottori,,2020-03-02,-1,4,1,-17,0,2
JP,Japan,Tottori,,2020-03-03,0,9,11,-20,0,2
JP,Japan,Tottori,,2020-03-04,-3,3,1,-17,0,3
JP,Japan,Tottori,,2020-03-05,-4,5,-5,-20,-1,3
JP,Japan,Tottori,,2020-03-06,-3,5,21,-16,-2,3
JP,Japan,Tottori,,2020-03-07,-6,3,4,-21,1,3
JP,Japan,Tottori,,2020-03-08,-5,4,-19,-23,-2,4
JP,Japan,Tottori,,2020-03-09,-2,1,23,-12,-1,2
JP,Japan,Tottori,,2020-03-10,0,3,-10,-20,-4,4
JP,Japan,Tottori,,2020-03-11,2,3,8,-14,-1,3
JP,Japan,Tottori,,2020-03-12,4,6,38,-12,-1,2
JP,Japan,Tottori,,2020-03-13,1,3,22,-15,-2,3
JP,Japan,Tottori,,2020-03-14,-4,3,-28,-23,-6,5
JP,Japan,Tottori,,2020-03-15,-2,10,-2,-16,0,3
JP,Japan,Tottori,,2020-03-16,-2,3,-8,-16,-2,4
JP,Japan,Tottori,,2020-03-17,5,6,29,-13,-1,2
JP,Japan,Tottori,,2020-03-18,5,5,44,-3,0,1
JP,Japan,Tottori,,2020-03-19,14,9,34,1,-2,0
JP,Japan,Tottori,,2020-03-20,28,17,91,7,-54,15
JP,Japan,Tottori,,2020-03-21,3,9,67,7,-3,1
JP,Japan,Tottori,,2020-03-22,-2,5,5,-7,1,2
JP,Japan,Tottori,,2020-03-23,2,1,30,-8,-1,2
JP,Japan,Tottori,,2020-03-24,4,4,33,-11,0,2
JP,Japan,Tottori,,2020-03-25,13,11,57,-1,-1,1
JP,Japan,Tottori,,2020-03-26,8,11,50,-8,-2,1
JP,Japan,Tottori,,2020-03-27,3,4,-7,-16,-4,4
JP,Japan,Tottori,,2020-03-28,-2,4,-8,-18,-1,3
JP,Japan,Tottori,,2020-03-29,1,9,15,-13,2,2
JP,Japan,Tottori,,2020-03-30,6,3,35,-11,-3,2
JP,Japan,Tottori,,2020-03-31,5,8,43,-15,-3,2
JP,Japan,Tottori,,2020-04-01,-8,-3,-14,-23,-5,4
JP,Japan,Tottori,,2020-04-02,0,7,32,-18,-6,3
JP,Japan,Tottori,,2020-04-03,-1,7,54,-17,-6,3
JP,Japan,Tottori,,2020-04-04,-5,8,38,-17,-4,3
JP,Japan,Tottori,,2020-04-05,-5,13,13,-22,-5,4
JP,Japan,Tottori,,2020-04-06,0,8,34,-16,-5,3
JP,Japan,Tottori,,2020-04-07,0,8,37,-16,-6,3
JP,Japan,Tottori,,2020-04-08,-1,6,28,-17,-8,3
JP,Japan,Tottori,,2020-04-09,-6,5,19,-22,-5,3
JP,Japan,Tottori,,2020-04-10,-8,8,7,-24,-6,4
JP,Japan,Tottori,,2020-04-11,-19,9,2,-38,-14,7
JP,Japan,Toyama,,2020-02-15,-2,3,16,1,8,-1
JP,Japan,Toyama,,2020-02-16,-6,0,-30,-13,0,2
JP,Japan,Toyama,,2020-02-17,1,3,-4,5,0,0
JP,Japan,Toyama,,2020-02-18,-5,0,-18,2,-1,1
JP,Japan,Toyama,,2020-02-19,6,4,12,2,0,0
JP,Japan,Toyama,,2020-02-20,4,4,7,-2,0,0
JP,Japan,Toyama,,2020-02-21,2,4,19,5,1,0
JP,Japan,Toyama,,2020-02-22,-5,4,-18,-2,-2,2
JP,Japan,Toyama,,2020-02-23,-3,4,-22,-11,-1,2
JP,Japan,Toyama,,2020-02-24,32,9,75,-2,-57,15
JP,Japan,Toyama,,2020-02-25,0,3,-11,0,0,1
JP,Japan,Toyama,,2020-02-26,2,5,3,-3,1,1
JP,Japan,Toyama,,2020-02-27,1,5,3,-7,1,1
JP,Japan,Toyama,,2020-02-28,1,15,2,-11,1,2
JP,Japan,Toyama,,2020-02-29,-5,15,8,-21,9,2
JP,Japan,Toyama,,2020-03-01,-7,15,2,-24,4,3
JP,Japan,Toyama,,2020-03-02,-1,10,2,-17,0,2
JP,Japan,Toyama,,2020-03-03,1,9,4,-19,-1,3
JP,Japan,Toyama,,2020-03-04,-2,3,-3,-18,-1,3
JP,Japan,Toyama,,2020-03-05,-2,4,-7,-20,-2,4
JP,Japan,Toyama,,2020-03-06,-2,5,7,-18,-2,4
JP,Japan,Toyama,,2020-03-07,-6,5,17,-20,0,3
JP,Japan,Toyama,,2020-03-08,-8,4,-11,-28,-1,4
JP,Japan,Toyama,,2020-03-09,1,3,33,-10,-1,2
JP,Japan,Toyama,,2020-03-10,-2,2,-21,-18,-2,4
JP,Japan,Toyama,,2020-03-11,2,1,-11,-18,-2,3
JP,Japan,Toyama,,2020-03-12,7,7,46,-14,-2,2
JP,Japan,Toyama,,2020-03-13,2,5,10,-19,-3,4
JP,Japan,Toyama,,2020-03-14,-3,3,-30,-28,-6,5
JP,Japan,Toyama,,2020-03-15,-6,4,6,-23,-1,4
JP,Japan,Toyama,,2020-03-16,-1,3,-18,-19,-2,3
JP,Japan,Toyama,,2020-03-17,1,3,-2,-17,-3,3
JP,Japan,Toyama,,2020-03-18,7,4,31,-13,-1,2
JP,Japan,Toyama,,2020-03-19,11,8,49,-5,-1,1
JP,Japan,Toyama,,2020-03-20,15,5,-4,-25,-54,19
JP,Japan,Toyama,,2020-03-21,2,7,61,6,-5,2
JP,Japan,Toyama,,2020-03-22,-8,3,-16,-14,-1,4
JP,Japan,Toyama,,2020-03-23,6,5,26,-5,-1,2
JP,Japan,Toyama,,2020-03-24,4,4,-1,-11,-2,3
JP,Japan,Toyama,,2020-03-25,14,7,57,-5,-3,2
JP,Japan,Toyama,,2020-03-26,11,10,73,-5,-3,1
JP,Japan,Toyama,,2020-03-27,2,6,-10,-17,-3,4
JP,Japan,Toyama,,2020-03-28,-4,6,-27,-23,-3,4
JP,Japan,Toyama,,2020-03-29,-6,7,-19,-26,0,4
JP,Japan,Toyama,,2020-03-30,8,6,30,-10,-4,2
JP,Japan,Toyama,,2020-03-31,5,9,42,-14,-4,3
JP,Japan,Toyama,,2020-04-01,-10,4,-13,-25,-5,5
JP,Japan,Toyama,,2020-04-02,-8,7,10,-24,-6,5
JP,Japan,Toyama,,2020-04-03,-9,9,64,-20,-7,5
JP,Japan,Toyama,,2020-04-04,-17,9,52,-27,-8,7
JP,Japan,Toyama,,2020-04-05,-25,6,-5,-41,-9,8
JP,Japan,Toyama,,2020-04-06,-9,8,18,-20,-6,5
JP,Japan,Toyama,,2020-04-07,-6,7,47,-22,-10,5
JP,Japan,Toyama,,2020-04-08,-8,5,39,-23,-10,5
JP,Japan,Toyama,,2020-04-09,-11,5,47,-28,-7,5
JP,Japan,Toyama,,2020-04-10,-18,6,1,-35,-8,8
JP,Japan,Toyama,,2020-04-11,-25,6,22,-42,-19,10
JP,Japan,Wakayama,,2020-02-15,-6,4,-4,-10,4,1
JP,Japan,Wakayama,,2020-02-16,-15,-8,-36,-22,-3,4
JP,Japan,Wakayama,,2020-02-17,-4,2,-2,0,2,1
JP,Japan,Wakayama,,2020-02-18,-2,3,2,-6,0,1
JP,Japan,Wakayama,,2020-02-19,-4,0,15,-4,1,1
JP,Japan,Wakayama,,2020-02-20,-2,2,8,-4,1,1
JP,Japan,Wakayama,,2020-02-21,-4,2,11,-3,1,0
JP,Japan,Wakayama,,2020-02-22,-12,-1,-27,-16,-4,4
JP,Japan,Wakayama,,2020-02-23,2,7,44,6,0,1
JP,Japan,Wakayama,,2020-02-24,18,7,72,-4,-50,12
JP,Japan,Wakayama,,2020-02-25,-3,7,7,-3,1,1
JP,Japan,Wakayama,,2020-02-26,-3,-1,0,-7,0,1
JP,Japan,Wakayama,,2020-02-27,-3,3,1,-8,1,1
JP,Japan,Wakayama,,2020-02-28,-4,8,-2,-11,2,1
JP,Japan,Wakayama,,2020-02-29,-13,2,-42,-31,2,5
JP,Japan,Wakayama,,2020-03-01,-7,15,3,-25,1,3
JP,Japan,Wakayama,,2020-03-02,-3,5,3,-14,0,3
JP,Japan,Wakayama,,2020-03-03,-2,9,12,-15,-2,2
JP,Japan,Wakayama,,2020-03-04,-11,-7,-29,-21,-5,5
JP,Japan,Wakayama,,2020-03-05,-5,5,2,-17,-2,3
JP,Japan,Wakayama,,2020-03-06,-8,0,11,-17,-2,3
JP,Japan,Wakayama,,2020-03-07,-10,2,1,-23,-1,4
JP,Japan,Wakayama,,2020-03-08,-14,-2,-33,-36,-4,6
JP,Japan,Wakayama,,2020-03-09,-3,2,15,-12,-1,3
JP,Japan,Wakayama,,2020-03-10,-6,0,-25,-21,-5,5
JP,Japan,Wakayama,,2020-03-11,-2,2,16,-12,-3,3
JP,Japan,Wakayama,,2020-03-12,-1,4,25,-11,-3,2
JP,Japan,Wakayama,,2020-03-13,-4,3,15,-14,-2,3
JP,Japan,Wakayama,,2020-03-14,-8,-1,-31,-29,-6,6
JP,Japan,Wakayama,,2020-03-15,-6,10,25,-16,-2,3
JP,Japan,Wakayama,,2020-03-16,-4,2,-8,-13,-1,3
JP,Japan,Wakayama,,2020-03-17,-1,6,25,-10,-2,2
JP,Japan,Wakayama,,2020-03-18,0,2,29,-7,-2,2
JP,Japan,Wakayama,,2020-03-19,5,6,12,-4,-3,2
JP,Japan,Wakayama,,2020-03-20,18,15,86,-6,-49,12
JP,Japan,Wakayama,,2020-03-21,-3,10,62,1,-5,3
JP,Japan,Wakayama,,2020-03-22,-6,5,38,-8,-1,3
JP,Japan,Wakayama,,2020-03-23,0,3,19,-5,-3,2
JP,Japan,Wakayama,,2020-03-24,0,5,26,-7,-2,2
JP,Japan,Wakayama,,2020-03-25,5,6,35,-4,-3,2
JP,Japan,Wakayama,,2020-03-26,3,9,40,-5,-4,2
JP,Japan,Wakayama,,2020-03-27,-7,1,-21,-19,-5,5
JP,Japan,Wakayama,,2020-03-28,-12,1,-23,-30,-3,5
JP,Japan,Wakayama,,2020-03-29,-6,8,16,-21,-2,4
JP,Japan,Wakayama,,2020-03-30,-3,2,-6,-13,-3,4
JP,Japan,Wakayama,,2020-03-31,-1,8,25,-17,-4,3
JP,Japan,Wakayama,,2020-04-01,-16,-3,-30,-24,-8,6
JP,Japan,Wakayama,,2020-04-02,-6,5,32,-15,-7,4
JP,Japan,Wakayama,,2020-04-03,-11,5,38,-16,-6,4
JP,Japan,Wakayama,,2020-04-04,-12,8,46,-22,-6,5
JP,Japan,Wakayama,,2020-04-05,-13,9,53,-23,-5,5
JP,Japan,Wakayama,,2020-04-06,-7,6,26,-14,-5,4
JP,Japan,Wakayama,,2020-04-07,-9,8,31,-22,-7,4
JP,Japan,Wakayama,,2020-04-08,-15,1,26,-24,-10,5
JP,Japan,Wakayama,,2020-04-09,-15,3,22,-27,-11,6
JP,Japan,Wakayama,,2020-04-10,-19,3,6,-32,-9,6
JP,Japan,Wakayama,,2020-04-11,-22,6,12,-39,-14,8
JP,Japan,Yamagata,,2020-02-15,1,3,9,-2,6,0
JP,Japan,Yamagata,,2020-02-16,-5,0,-26,-14,-2,1
JP,Japan,Yamagata,,2020-02-17,-1,0,0,-3,0,1
JP,Japan,Yamagata,,2020-02-18,-3,-2,-4,-4,0,1
JP,Japan,Yamagata,,2020-02-19,6,5,13,1,1,0
JP,Japan,Yamagata,,2020-02-20,5,8,10,-2,1,0
JP,Japan,Yamagata,,2020-02-21,-1,-2,1,-1,1,1
JP,Japan,Yamagata,,2020-02-22,1,4,-2,5,-3,0
JP,Japan,Yamagata,,2020-02-23,-3,-1,-27,-4,-1,0
JP,Japan,Yamagata,,2020-02-24,32,8,14,2,-56,15
JP,Japan,Yamagata,,2020-02-25,4,7,11,0,0,0
JP,Japan,Yamagata,,2020-02-26,5,7,16,0,2,0
JP,Japan,Yamagata,,2020-02-27,2,6,2,-7,1,1
JP,Japan,Yamagata,,2020-02-28,1,9,-7,-19,1,1
JP,Japan,Yamagata,,2020-02-29,-2,15,-6,-26,8,2
JP,Japan,Yamagata,,2020-03-01,-5,12,-10,-29,3,3
JP,Japan,Yamagata,,2020-03-02,-5,2,-7,-29,-1,3
JP,Japan,Yamagata,,2020-03-03,1,7,10,-25,-1,3
JP,Japan,Yamagata,,2020-03-04,0,2,11,-23,-1,3
JP,Japan,Yamagata,,2020-03-05,-6,0,-13,-29,-2,4
JP,Japan,Yamagata,,2020-03-06,-7,-3,-11,-28,-2,4
JP,Japan,Yamagata,,2020-03-07,-4,3,16,-21,-1,4
JP,Japan,Yamagata,,2020-03-08,-5,3,-6,-26,-2,3
JP,Japan,Yamagata,,2020-03-09,-2,0,28,-22,-2,3
JP,Japan,Yamagata,,2020-03-10,1,5,-5,-23,-3,3
JP,Japan,Yamagata,,2020-03-11,4,3,0,-22,-2,3
JP,Japan,Yamagata,,2020-03-12,5,6,23,-22,-3,3
JP,Japan,Yamagata,,2020-03-13,-2,-2,5,-25,-3,4
JP,Japan,Yamagata,,2020-03-14,1,3,-6,-23,-7,4
JP,Japan,Yamagata,,2020-03-15,0,6,19,-20,-3,2
JP,Japan,Yamagata,,2020-03-16,1,0,-9,-25,-4,4
JP,Japan,Yamagata,,2020-03-17,3,3,8,-22,-3,3
JP,Japan,Yamagata,,2020-03-18,9,5,21,-15,-3,3
JP,Japan,Yamagata,,2020-03-19,15,8,48,-8,-3,0
JP,Japan,Yamagata,,2020-03-20,20,6,-13,-19,-55,18
JP,Japan,Yamagata,,2020-03-21,2,5,11,-9,-8,3
JP,Japan,Yamagata,,2020-03-22,-5,1,-33,-19,-3,2
JP,Japan,Yamagata,,2020-03-23,3,0,20,-16,-3,2
JP,Japan,Yamagata,,2020-03-24,4,1,-3,-18,-3,3
JP,Japan,Yamagata,,2020-03-25,14,8,36,-11,-3,2
JP,Japan,Yamagata,,2020-03-26,10,8,43,-13,-3,2
JP,Japan,Yamagata,,2020-03-27,3,2,6,-21,-4,3
JP,Japan,Yamagata,,2020-03-28,2,7,2,-17,-5,3
JP,Japan,Yamagata,,2020-03-29,-3,6,-12,-27,-1,3
JP,Japan,Yamagata,,2020-03-30,9,2,29,-17,-5,3
JP,Japan,Yamagata,,2020-03-31,8,8,41,-18,-4,2
JP,Japan,Yamagata,,2020-04-01,-3,7,3,-25,-4,4
JP,Japan,Yamagata,,2020-04-02,-6,5,4,-31,-7,5
JP,Japan,Yamagata,,2020-04-03,-8,0,26,-29,-7,5
JP,Japan,Yamagata,,2020-04-04,-12,5,31,-31,-8,6
JP,Japan,Yamagata,,2020-04-05,-19,2,-25,-45,-10,7
JP,Japan,Yamagata,,2020-04-06,-14,-1,-16,-36,-9,6
JP,Japan,Yamagata,,2020-04-07,-11,5,26,-35,-10,6
JP,Japan,Yamagata,,2020-04-08,-12,3,49,-34,-10,6
JP,Japan,Yamagata,,2020-04-09,-17,1,22,-41,-10,7
JP,Japan,Yamagata,,2020-04-10,-21,2,-10,-46,-11,9
JP,Japan,Yamagata,,2020-04-11,-24,0,40,-45,-23,11
JP,Japan,Yamaguchi,,2020-02-15,1,3,10,3,3,0
JP,Japan,Yamaguchi,,2020-02-16,-6,-3,-25,-7,0,2
JP,Japan,Yamaguchi,,2020-02-17,-6,1,-9,0,0,2
JP,Japan,Yamaguchi,,2020-02-18,-2,0,2,-1,-1,1
JP,Japan,Yamaguchi,,2020-02-19,0,1,11,1,1,0
JP,Japan,Yamaguchi,,2020-02-20,4,4,18,4,1,0
JP,Japan,Yamaguchi,,2020-02-21,1,2,9,5,1,0
JP,Japan,Yamaguchi,,2020-02-22,0,4,-3,10,-2,1
JP,Japan,Yamaguchi,,2020-02-23,3,10,60,24,1,-1
JP,Japan,Yamaguchi,,2020-02-24,21,5,87,16,-51,12
JP,Japan,Yamaguchi,,2020-02-25,0,5,5,4,1,0
JP,Japan,Yamaguchi,,2020-02-26,1,4,7,1,2,0
JP,Japan,Yamaguchi,,2020-02-27,2,8,9,-2,1,1
JP,Japan,Yamaguchi,,2020-02-28,0,13,-8,-11,2,2
JP,Japan,Yamaguchi,,2020-02-29,-6,8,-40,-22,4,4
JP,Japan,Yamaguchi,,2020-03-01,-2,11,4,-16,7,3
JP,Japan,Yamaguchi,,2020-03-02,-3,8,6,-14,1,2
JP,Japan,Yamaguchi,,2020-03-03,0,6,12,-12,-2,2
JP,Japan,Yamaguchi,,2020-03-04,-8,2,-11,-18,-2,3
JP,Japan,Yamaguchi,,2020-03-05,-5,3,0,-15,-2,3
JP,Japan,Yamaguchi,,2020-03-06,-8,1,8,-19,-2,4
JP,Japan,Yamaguchi,,2020-03-07,-12,-1,-28,-26,-2,5
JP,Japan,Yamaguchi,,2020-03-08,-8,3,7,-19,-2,4
JP,Japan,Yamaguchi,,2020-03-09,-8,2,12,-14,-2,4
JP,Japan,Yamaguchi,,2020-03-10,-7,-1,-20,-19,-5,5
JP,Japan,Yamaguchi,,2020-03-11,-2,2,10,-12,-2,3
JP,Japan,Yamaguchi,,2020-03-12,0,5,20,-10,-3,3
JP,Japan,Yamaguchi,,2020-03-13,-2,3,8,-16,-3,4
JP,Japan,Yamaguchi,,2020-03-14,-2,2,-5,-15,-6,4
JP,Japan,Yamaguchi,,2020-03-15,-6,4,6,-13,-3,4
JP,Japan,Yamaguchi,,2020-03-16,-5,2,2,-13,-1,3
JP,Japan,Yamaguchi,,2020-03-17,-2,2,25,-8,-2,3
JP,Japan,Yamaguchi,,2020-03-18,-4,2,19,-8,-1,2
JP,Japan,Yamaguchi,,2020-03-19,8,5,24,2,-4,1
JP,Japan,Yamaguchi,,2020-03-20,16,8,61,-1,-50,14
JP,Japan,Yamaguchi,,2020-03-21,-3,5,44,3,-6,3
JP,Japan,Yamaguchi,,2020-03-22,-8,1,3,-4,-2,3
JP,Japan,Yamaguchi,,2020-03-23,-2,2,29,-4,-2,3
JP,Japan,Yamaguchi,,2020-03-24,0,2,34,-7,-3,2
JP,Japan,Yamaguchi,,2020-03-25,4,6,34,-3,-3,2
JP,Japan,Yamaguchi,,2020-03-26,1,4,0,-9,-4,3
JP,Japan,Yamaguchi,,2020-03-27,-12,-5,-33,-22,-6,6
JP,Japan,Yamaguchi,,2020-03-28,-7,2,-32,-19,-4,5
JP,Japan,Yamaguchi,,2020-03-29,-4,9,49,-6,1,3
JP,Japan,Yamaguchi,,2020-03-30,-2,5,21,-10,-5,4
JP,Japan,Yamaguchi,,2020-03-31,-1,3,18,-12,-5,4
JP,Japan,Yamaguchi,,2020-04-01,-9,-1,-15,-20,-7,5
JP,Japan,Yamaguchi,,2020-04-02,-1,6,52,-12,-8,3
JP,Japan,Yamaguchi,,2020-04-03,-6,4,38,-18,-7,5
JP,Japan,Yamaguchi,,2020-04-04,-7,7,55,-18,-5,5
JP,Japan,Yamaguchi,,2020-04-05,-10,8,57,-20,-6,5
JP,Japan,Yamaguchi,,2020-04-06,-7,7,42,-16,-6,4
JP,Japan,Yamaguchi,,2020-04-07,-8,6,38,-17,-8,5
JP,Japan,Yamaguchi,,2020-04-08,-11,4,20,-21,-11,5
JP,Japan,Yamaguchi,,2020-04-09,-11,3,23,-21,-10,5
JP,Japan,Yamaguchi,,2020-04-10,-13,3,8,-27,-9,6
JP,Japan,Yamaguchi,,2020-04-11,-16,5,6,-33,-15,8
JP,Japan,Yamanashi,,2020-02-15,-1,0,5,-5,5,0
JP,Japan,Yamanashi,,2020-02-16,-6,-3,-33,-13,-1,2
JP,Japan,Yamanashi,,2020-02-17,-1,-2,4,2,0,1
JP,Japan,Yamanashi,,2020-02-18,1,2,1,1,0,1
JP,Japan,Yamanashi,,2020-02-19,0,2,9,5,0,0
JP,Japan,Yamanashi,,2020-02-20,2,6,0,2,1,0
JP,Japan,Yamanashi,,2020-02-21,-2,-2,7,3,0,1
JP,Japan,Yamanashi,,2020-02-22,-1,4,-8,3,-1,1
JP,Japan,Yamanashi,,2020-02-23,12,12,47,30,1,0
JP,Japan,Yamanashi,,2020-02-24,28,8,87,33,-53,13
JP,Japan,Yamanashi,,2020-02-25,2,6,-9,-1,0,1
JP,Japan,Yamanashi,,2020-02-26,-1,2,-14,-6,0,1
JP,Japan,Yamanashi,,2020-02-27,1,5,-4,-4,1,1
JP,Japan,Yamanashi,,2020-02-28,0,12,-3,-12,1,2
JP,Japan,Yamanashi,,2020-02-29,-4,10,-20,-25,5,3
JP,Japan,Yamanashi,,2020-03-01,-6,7,-5,-22,5,3
JP,Japan,Yamanashi,,2020-03-02,-7,0,-28,-25,-2,4
JP,Japan,Yamanashi,,2020-03-03,-2,6,2,-16,0,3
JP,Japan,Yamanashi,,2020-03-04,-7,1,-18,-23,-4,4
JP,Japan,Yamanashi,,2020-03-05,-6,2,-12,-19,-2,3
JP,Japan,Yamanashi,,2020-03-06,-7,-2,6,-15,-3,4
JP,Japan,Yamanashi,,2020-03-07,-9,1,-7,-23,-3,4
JP,Japan,Yamanashi,,2020-03-08,-20,-4,-57,-38,-7,7
JP,Japan,Yamanashi,,2020-03-09,-9,-2,3,-18,-3,4
JP,Japan,Yamanashi,,2020-03-10,-10,-2,-35,-25,-5,6
JP,Japan,Yamanashi,,2020-03-11,-2,3,9,-11,-5,4
JP,Japan,Yamanashi,,2020-03-12,-3,5,7,-11,-3,3
JP,Japan,Yamanashi,,2020-03-13,-7,0,9,-15,-3,4
JP,Japan,Yamanashi,,2020-03-14,-17,-6,-53,-36,-9,8
JP,Japan,Yamanashi,,2020-03-15,-7,5,0,-17,-2,4
JP,Japan,Yamanashi,,2020-03-16,-6,-2,-14,-18,-3,4
JP,Japan,Yamanashi,,2020-03-17,-2,4,5,-12,-3,3
JP,Japan,Yamanashi,,2020-03-18,-3,4,11,-8,-2,3
JP,Japan,Yamanashi,,2020-03-19,7,7,12,2,-4,1
JP,Japan,Yamanashi,,2020-03-20,19,13,84,25,-52,16
JP,Japan,Yamanashi,,2020-03-21,3,11,64,15,-7,3
JP,Japan,Yamanashi,,2020-03-22,-3,8,27,8,-2,2
JP,Japan,Yamanashi,,2020-03-23,-2,-1,-3,-11,-3,3
JP,Japan,Yamanashi,,2020-03-24,1,3,6,-9,-4,3
JP,Japan,Yamanashi,,2020-03-25,2,7,27,-1,-3,2
JP,Japan,Yamanashi,,2020-03-26,4,12,32,-1,-3,2
JP,Japan,Yamanashi,,2020-03-27,-5,2,8,-13,-5,5
JP,Japan,Yamanashi,,2020-03-28,-12,2,-23,-35,-5,6
JP,Japan,Yamanashi,,2020-03-29,-29,-13,-56,-51,-9,8
JP,Japan,Yamanashi,,2020-03-30,-4,0,-15,-23,-6,5
JP,Japan,Yamanashi,,2020-03-31,-2,5,-10,-25,-5,5
JP,Japan,Yamanashi,,2020-04-01,-16,-3,-39,-33,-9,6
JP,Japan,Yamanashi,,2020-04-02,-11,4,8,-24,-7,5
JP,Japan,Yamanashi,,2020-04-03,-12,1,22,-24,-8,6
JP,Japan,Yamanashi,,2020-04-04,-15,6,25,-31,-8,7
JP,Japan,Yamanashi,,2020-04-05,-19,5,3,-35,-8,7
